timestamp,total_positions,realized_pnl,unrealized_pnl,total_pnl,equity,total_exposure,wins,losses,orders_placed,orders_filled,orders_cancelled
2026-01-09T20:36:28.129929+00:00,0,0.0,0.0,0.0,10000.0,0.0,0,0,0,0,0
2026-01-09T20:40:29.819541+00:00,0,0.0,0.0,0.0,10000.0,0.0,0,0,0,0,0
2026-01-09T20:44:25.989791+00:00,0,0.0,0.0,0.0,10000.0,0.0,0,0,0,0,0
2026-01-09T20:48:03.068752+00:00,0,0.0,0.0,0.0,10000.0,0.0,0,0,0,0,0
2026-01-09T20:50:31.655455+00:00,0,0.0,0.0,0.0,10000.0,0.0,0,0,0,0,0
2026-01-10T22:12:02.699356+00:00,0,0.0,0.0,0.0,10000.0,0.0,0,0,0,0,0
2026-01-10T22:18:11.583015+00:00,0,0.0,0.0,0.0,10000.0,0.0,0,0,0,0,0
2026-01-10T22:31:07.286653+00:00,0,0.0,0.0,0.0,10000.0,0.0,0,0,0,0,0
2026-01-10T22:35:37.999448+00:00,0,0.0,0.0,0.0,10000.0,0.0,0,0,0,0,0
